Date	Time	Global_active_power	Global_reactive_power	Voltage	Global_intensity	Sub_metering_1	Sub_metering_2	Sub_metering_3
16/12/2006	1.0.1900 23:19	1.834	0.052	240.97	8.4	0	0	0
16/12/2006	1.0.1900 23:20	1.222	0.046	241.58	6.6	0	0	0
16/12/2006	1.0.1900 23:21	2.342	0.06	240.21	9.6	0	0	0
16/12/2006	1.0.1900 23:22	2.334	0.06	239.98	9.6	0	0	0
16/12/2006	1.0.1900 23:23	1.666	0.052	240.65	8	0	0	0
16/12/2006	1.0.1900 23:24	1.198	0	241.68	6.6	0	0	0
16/12/2006	1.0.1900 23:25	2.35	0.058	240.7	9.6	0	0	0
16/12/2006	1.0.1900 23:26	2.398	0	240.7	9.8	0	0	0
16/12/2006	1.0.1900 23:27	2.444	0.072	240.11	10.2	0	0	0
16/12/2006	1.0.1900 23:28	0.406	0.098	241.71	2	0	0	0
16/12/2006	1.0.1900 23:29	2.434	0.072	240.13	10	0	0	0
16/12/2006	1.0.1900 23:30	2.502	0.136	240.24	10.4	0	0	0
16/12/2006	1.0.1900 23:31	2.518	0.176	240.53	10.4	0	0	0
16/12/2006	1.0.1900 23:32	1.516	0.19	241.36	7.6	0	0	0
16/12/2006	1.0.1900 23:33	1.498	0.188	241.02	7.6	0	0	0
16/12/2006	1.0.1900 23:34	2.508	0.174	240.06	10.4	0	0	0
16/12/2006	1.0.1900 23:35	2.504	0.174	240.09	10.4	0	0	0
16/12/2006	1.0.1900 23:36	2.492	0.172	239.49	10.4	0	0	0
16/12/2006	1.0.1900 23:37	0.814	0.204	242.16	4.8	0	0	0
16/12/2006	1.0.1900 23:38	2.304	0.18	240.95	9.8	0	0	0
16/12/2006	1.0.1900 23:39	2.53	0.182	241.74	10.4	0	0	0
16/12/2006	1.0.1900 23:40	2.378	0	241.18	9.8	0	0	0
16/12/2006	1.0.1900 23:41	0.384	0	243.73	2.4	0	0	0
16/12/2006	1.0.1900 23:42	2.37	0.058	241.48	9.8	0	0	0
16/12/2006	1.0.1900 23:43	2.358	0.058	241.13	9.6	0	0	0
16/12/2006	1.0.1900 23:44	2.352	0.058	240.96	9.6	0	0	0
16/12/2006	1.0.1900 23:45	0.416	0	242.94	2.4	0	0	0
16/12/2006	1.0.1900 23:46	2.654	0.062	240.74	11	0	0	0
16/12/2006	1.0.1900 23:47	2.54	0.06	241.23	10.4	0	0	0
16/12/2006	1.0.1900 23:48	2.526	0.058	241.79	10.8	0	0	0
16/12/2006	1.0.1900 23:49	1.206	0	241.83	5.4	0	0	0
16/12/2006	1.0.1900 23:50	3.844	0.148	238.71	16.6	0	0	0
16/12/2006	1.0.1900 23:51	4.122	0.14	237.99	17.6	0	0	0
16/12/2006	1.0.1900 23:52	3.458	0	238.89	14.8	0	0	0
16/12/2006	1.0.1900 23:53	1.988	0.05	240.26	9.2	0	0	0
16/12/2006	1.0.1900 23:54	0.596	0	240.88	2.4	0	0	0
16/12/2006	1.0.1900 23:55	1.29	0	240.69	6.8	0	0	0
16/12/2006	1.0.1900 23:56	2.73	0.06	239.43	11.4	0	1	0
16/12/2006	1.0.1900 23:57	2.734	0.062	239.81	11.4	0	2	0
16/12/2006	1.0.1900 23:58	2.764	0.066	241.27	11.4	0	1	0
16/12/2006	1.0.1900 23:59	2.586	0.07	241.63	11	0	1	0
17/12/2006	1.0.1900 0:00	1.044	0.152	242.73	4.4	0	2	0
17/12/2006	1.0.1900 0:01	1.52	0.22	242.2	7.4	0	1	0
17/12/2006	1.0.1900 0:02	3.038	0.194	240.14	12.6	0	2	0
17/12/2006	1.0.1900 0:03	2.974	0.194	239.97	12.4	0	1	0
17/12/2006	1.0.1900 0:04	2.846	0.198	240.39	11.8	0	2	0
17/12/2006	1.0.1900 0:05	2.848	0.198	240.59	11.8	0	1	0
17/12/2006	1.0.1900 0:06	2.858	0.202	241.14	11.8	0	1	0
17/12/2006	1.0.1900 0:07	2.472	0.208	241.62	10.8	0	2	0
17/12/2006	1.0.1900 0:08	0.658	0.244	243.75	3	0	1	0
17/12/2006	1.0.1900 0:09	0.838	0.334	242.09	4.8	0	2	0
17/12/2006	1.0.1900 0:10	2.608	0.298	239.45	10.8	0	1	0
17/12/2006	1.0.1900 0:11	2.598	0.296	239.44	10.8	0	1	0
17/12/2006	1.0.1900 0:12	2.56	0.286	238.71	10.8	0	2	0
17/12/2006	1.0.1900 0:13	2.526	0.278	236.95	10.6	0	1	0
17/12/2006	1.0.1900 0:14	2.472	0.194	237.55	10.4	0	1	0
17/12/2006	1.0.1900 0:15	1.658	0.166	238.48	8	0	1	0
17/12/2006	1.0.1900 0:16	0.422	0.184	239.79	1.8	0	2	0
17/12/2006	1.0.1900 0:17	0.79	0.178	239.47	4.6	0	1	0
17/12/2006	1.0.1900 0:18	2.436	0.12	238.51	10.2	0	1	0
17/12/2006	1.0.1900 0:19	2.396	0.056	239.03	10	0	1	0
17/12/2006	1.0.1900 0:20	2.338	0	238.37	9.8	0	1	0
17/12/2006	1.0.1900 0:21	2.304	0.062	238.38	9.6	0	0	0
17/12/2006	1.0.1900 0:22	0.276	0	240.56	1.2	0	0	0
17/12/2006	1.0.1900 0:23	0.712	0	239.84	4.6	0	0	0
17/12/2006	1.0.1900 0:24	2.332	0.06	239.11	9.6	0	0	0
17/12/2006	1.0.1900 0:25	2.344	0.058	239.99	9.6	0	0	0
17/12/2006	1.0.1900 0:26	2.354	0.058	240.64	9.8	0	0	0
17/12/2006	1.0.1900 0:27	2.332	0.06	239.45	9.6	0	0	0
17/12/2006	1.0.1900 0:28	2.368	0.056	241.4	9.8	0	0	0
17/12/2006	1.0.1900 0:29	0.612	0	243.68	4	0	0	0
17/12/2006	1.0.1900 0:30	0.286	0	244.03	1.2	0	0	0
17/12/2006	1.0.1900 0:31	1.952	0.05	242.07	8.8	0	0	0
17/12/2006	1.0.1900 0:32	2.376	0.056	241.86	9.8	0	0	0
17/12/2006	1.0.1900 0:33	2.374	0.056	241.7	9.8	0	0	0
17/12/2006	1.0.1900 0:34	2.406	0	240	10	0	0	0
17/12/2006	1.0.1900 0:35	1.004	0.094	242	5.6	0	0	0
17/12/2006	1.0.1900 0:36	0.388	0.104	242.58	1.6	0	0	0
17/12/2006	1.0.1900 0:37	1.458	0.09	242.3	7.4	0	0	0
17/12/2006	1.0.1900 0:38	2.48	0.078	241.86	10.2	0	0	0
17/12/2006	1.0.1900 0:39	2.454	0.074	240.76	10.2	0	0	0
17/12/2006	1.0.1900 0:40	2.468	0.078	241.52	10.2	0	0	0
17/12/2006	1.0.1900 0:41	2.028	0.084	241.88	9	0	0	0
17/12/2006	1.0.1900 0:42	0.382	0.108	243.65	1.6	0	0	0
17/12/2006	1.0.1900 0:43	0.902	0.098	242.62	5.2	0	0	0
17/12/2006	1.0.1900 0:44	2.466	0.076	241.43	10.2	0	0	0
17/12/2006	1.0.1900 0:45	2.456	0.076	241.18	10.2	0	0	0
17/12/2006	1.0.1900 0:46	2.45	0.074	240.82	10	0	0	0
17/12/2006	1.0.1900 0:47	2.448	0.074	240.78	10	0	0	0
17/12/2006	1.0.1900 0:48	0.93	0	242.94	5.6	0	0	0
17/12/2006	1.0.1900 0:49	0.286	0	243.84	1.2	0	0	0
17/12/2006	1.0.1900 0:50	1.376	0	243.11	7.2	0	0	0
17/12/2006	1.0.1900 0:51	2.456	0.048	241.98	10	0	0	0
17/12/2006	1.0.1900 0:52	2.456	0.048	242.01	10	0	0	0
17/12/2006	1.0.1900 0:53	2.444	0.046	241.38	10	0	0	0
17/12/2006	1.0.1900 0:54	2.122	0.048	240.91	9.2	0	0	0
17/12/2006	1.0.1900 0:55	0.356	0.07	242.13	1.4	0	0	0
17/12/2006	1.0.1900 0:56	0.952	0.062	241.5	5.6	0	0	0
17/12/2006	1.0.1900 0:57	2.426	0	240.45	10	0	0	0
17/12/2006	1.0.1900 0:58	2.42	0	240.35	10	0	0	0
17/12/2006	1.0.1900 0:59	2.412	0	240.65	10	0	0	0
17/12/2006	1.0.1900 1:00	1.008	0	242.35	5.4	0	0	0
17/12/2006	1.0.1900 1:01	0.43	0	243.4	1.8	0	0	0
17/12/2006	1.0.1900 1:02	2.676	0.088	240.69	11.4	0	0	0
17/12/2006	1.0.1900 1:03	3.766	0.208	239.13	15.6	0	0	0
17/12/2006	1.0.1900 1:04	4.582	0.258	238.08	19.6	0	13	0
17/12/2006	1.0.1900 1:05	5.282	0.15	237.38	22.4	0	35	0
17/12/2006	1.0.1900 1:06	2.362	0.096	241.35	10.4	0	28	0
17/12/2006	1.0.1900 1:07	3.25	0.084	240.95	13.6	0	37	0
17/12/2006	1.0.1900 1:08	4.618	0.104	239.61	19.6	0	27	0
17/12/2006	1.0.1900 1:09	5.242	0.178	239.49	21.8	0	37	0
17/12/2006	1.0.1900 1:10	4.86	0.198	239.65	20.2	0	36	0
17/12/2006	1.0.1900 1:11	3.738	0.238	240.39	16	0	36	0
17/12/2006	1.0.1900 1:12	3.426	0.256	240.31	14.4	0	37	0
17/12/2006	1.0.1900 1:13	5.254	0.214	238.15	22	0	35	0
17/12/2006	1.0.1900 1:14	5.246	0.23	237.91	22	0	36	0
17/12/2006	1.0.1900 1:15	5.216	0.21	237.44	22	0	36	0
17/12/2006	1.0.1900 1:16	3.858	0.24	238.52	16.6	0	36	0
17/12/2006	1.0.1900 1:17	2.822	0.188	239.55	11.8	0	36	0
17/12/2006	1.0.1900 1:18	3.84	0.164	238.27	16.6	0	35	0
17/12/2006	1.0.1900 1:19	4.636	0.14	237.37	19.4	0	36	0
17/12/2006	1.0.1900 1:20	4.634	0.152	237.17	19.4	0	35	0
17/12/2006	1.0.1900 1:21	4.652	0.142	237.92	19.4	0	36	0
17/12/2006	1.0.1900 1:22	3.13	0.13	239.82	14.6	0	26	0
17/12/2006	1.0.1900 1:23	1.756	0.05	241.18	7.6	0	24	0
17/12/2006	1.0.1900 1:24	3.478	0	239.84	15	0	36	0
17/12/2006	1.0.1900 1:25	4.5	0	239.04	18.8	0	36	0
17/12/2006	1.0.1900 1:26	3.552	0	240.29	14.8	0	21	0
17/12/2006	1.0.1900 1:27	3.94	0	239.19	16.6	0	28	0
17/12/2006	1.0.1900 1:28	2.44	0	240.8	10	0	37	0
17/12/2006	1.0.1900 1:29	2.08	0	241.61	9	0	28	0
17/12/2006	1.0.1900 1:30	3.652	0	240.11	15.2	0	22	0
17/12/2006	1.0.1900 1:31	4.432	0	239.35	18.4	0	36	0
17/12/2006	1.0.1900 1:32	4.46	0	240.08	18.6	0	36	0
17/12/2006	1.0.1900 1:33	2.186	0.124	242.07	10	0	17	0
17/12/2006	1.0.1900 1:34	2.358	0.124	241.54	9.8	0	33	0
17/12/2006	1.0.1900 1:35	3.954	0.098	239.84	16.8	0	36	0
17/12/2006	1.0.1900 1:36	3.746	0.106	240.36	15.6	0	25	0
17/12/2006	1.0.1900 1:37	3.944	0.098	239.79	16.6	0	25	0
17/12/2006	1.0.1900 1:38	3.68	0.102	239.55	15.8	0	36	0
17/12/2006	1.0.1900 1:39	1.67	0.13	242.21	7.2	0	24	0
17/12/2006	1.0.1900 1:40	3.214	0.118	241.92	14.6	0	26	0
17/12/2006	1.0.1900 1:41	4.5	0	240.42	18.6	0	36	0
17/12/2006	1.0.1900 1:42	3.8	0	241.78	15.8	0	26	0
17/12/2006	1.0.1900 1:43	2.664	0	243.31	11.2	0	23	0
17/12/2006	1.0.1900 1:44	2.528	0.122	242.92	10.4	0	37	0
17/12/2006	1.0.1900 1:45	2.668	0.14	241.8	11.6	0	18	0
17/12/2006	1.0.1900 1:46	4.256	0.184	240.29	17.8	0	30	0
17/12/2006	1.0.1900 1:47	4.126	0.244	240.61	17.6	0	28	0
17/12/2006	1.0.1900 1:48	3.216	0.27	242.14	15	0	31	0
17/12/2006	1.0.1900 1:49	0.574	0.302	243.88	2.6	0	5	0
17/12/2006	1.0.1900 1:50	2.344	0.272	241.49	10.8	0	16	0
17/12/2006	1.0.1900 1:51	3.804	0.244	240.34	16.2	0	23	0
17/12/2006	1.0.1900 1:52	4.622	0.24	239.59	19.2	0	37	0
17/12/2006	1.0.1900 1:53	3.218	0.25	240.38	13.8	0	16	0
17/12/2006	1.0.1900 1:54	0.774	0.294	242.43	4.2	0	5	0
17/12/2006	1.0.1900 1:55	0.572	0.3	243.55	2.6	0	5	0
17/12/2006	1.0.1900 1:56	1.952	0.282	242.33	9	0	5	0
17/12/2006	1.0.1900 1:57	2.608	0.188	241.86	10.8	0	4	0
17/12/2006	1.0.1900 1:58	2.6	0.134	242.14	10.6	0	5	0
17/12/2006	1.0.1900 1:59	2.568	0.132	241.97	10.6	0	5	0
17/12/2006	1.0.1900 2:00	1.334	0.148	242.14	7	0	5	0
17/12/2006	1.0.1900 2:01	0.362	0.124	244.33	1.6	0	3	0
17/12/2006	1.0.1900 2:02	1.238	0.1	245.86	6.6	0	1	0
17/12/2006	1.0.1900 2:03	2.448	0.088	244.84	10	0	2	0
17/12/2006	1.0.1900 2:04	2.426	0.082	244.83	9.8	0	1	0
17/12/2006	1.0.1900 2:05	1.794	0.098	245.8	8.4	0	2	0
17/12/2006	1.0.1900 2:06	0.288	0.118	247.65	1.2	0	1	0
17/12/2006	1.0.1900 2:07	0.608	0.12	247.49	3.8	0	1	0
17/12/2006	1.0.1900 2:08	2.426	0.082	244.73	9.8	0	2	0
17/12/2006	1.0.1900 2:09	2.442	0.088	244.9	10	0	1	0
17/12/2006	1.0.1900 2:10	2.428	0.084	244.77	9.8	0	1	0
17/12/2006	1.0.1900 2:11	0.674	0.116	247.47	4.4	0	2	0
17/12/2006	1.0.1900 2:12	0.306	0.128	248.48	1.4	0	1	0
17/12/2006	1.0.1900 2:13	2.09	0.094	247.01	9	0	2	0
17/12/2006	1.0.1900 2:14	2.508	0.134	246.12	10.2	0	1	0
17/12/2006	1.0.1900 2:15	2.228	0.126	246.32	9.4	0	1	0
17/12/2006	1.0.1900 2:16	0.308	0.108	248.01	1.4	0	0	0
17/12/2006	1.0.1900 2:17	0.29	0.102	248.2	1.2	0	0	0
17/12/2006	1.0.1900 2:18	2.442	0.072	245.61	10	0	1	0
17/12/2006	1.0.1900 2:19	2.514	0.156	245.29	10.2	0	0	0
17/12/2006	1.0.1900 2:20	2.506	0.202	243.75	10.2	0	0	0
17/12/2006	1.0.1900 2:21	0.388	0.234	246.17	1.8	0	0	0
17/12/2006	1.0.1900 2:22	0.538	0.242	246.94	3.2	0	0	0
17/12/2006	1.0.1900 2:23	2.496	0.142	245.35	10.2	0	0	0
17/12/2006	1.0.1900 2:24	2.47	0.1	244.97	10	0	1	0
17/12/2006	1.0.1900 2:25	2.448	0.096	244.97	10	0	0	0
17/12/2006	1.0.1900 2:26	0.82	0.126	246.17	5	0	0	0
17/12/2006	1.0.1900 2:27	0.308	0.13	247.3	1.4	0	0	0
17/12/2006	1.0.1900 2:28	2.45	0.102	244.96	10	0	0	0
17/12/2006	1.0.1900 2:29	2.432	0.092	244.2	9.8	0	0	0
17/12/2006	1.0.1900 2:30	2.444	0.098	243.93	10	0	0	0
17/12/2006	1.0.1900 2:31	1.97	0.1	244.35	8.8	0	0	0
17/12/2006	1.0.1900 2:32	0.256	0	246.64	1.2	0	1	0
17/12/2006	1.0.1900 2:33	0.508	0	246.7	3.6	0	0	0
17/12/2006	1.0.1900 2:34	2.37	0	244.7	9.6	0	0	0
17/12/2006	1.0.1900 2:35	2.352	0	245.05	9.6	0	0	0
17/12/2006	1.0.1900 2:36	2.14	0	246.52	9	0	0	0
17/12/2006	1.0.1900 2:37	0.212	0	248.94	0.8	0	0	0
17/12/2006	1.0.1900 2:38	0.992	0	247.33	5.8	0	1	0
17/12/2006	1.0.1900 2:39	2.362	0	245.39	9.6	0	0	0
17/12/2006	1.0.1900 2:40	2.384	0	245.71	9.6	0	0	0
17/12/2006	1.0.1900 2:41	1.928	0	246.1	8.4	0	0	0
17/12/2006	1.0.1900 2:42	0.218	0	249.37	1	0	0	0
17/12/2006	1.0.1900 2:43	0.656	0	249.07	4.4	0	1	0
17/12/2006	1.0.1900 2:44	2.398	0	247.31	9.6	0	0	0
17/12/2006	1.0.1900 2:45	2.412	0	247.26	9.6	0	0	0
17/12/2006	1.0.1900 2:46	1.672	0	245.95	7.8	0	0	0
17/12/2006	1.0.1900 2:47	0.226	0	246.16	1	0	0	0
17/12/2006	1.0.1900 2:48	1.632	0	244.51	7.8	0	0	0
17/12/2006	1.0.1900 2:49	2.352	0	243.91	9.6	0	1	0
17/12/2006	1.0.1900 2:50	2.328	0.046	243.68	9.4	0	0	0
17/12/2006	1.0.1900 2:51	0.732	0	244.57	4.6	0	0	0
17/12/2006	1.0.1900 2:52	0.206	0	245.98	0.8	0	0	0
17/12/2006	1.0.1900 2:53	2.332	0	244.32	9.6	0	0	0
17/12/2006	1.0.1900 2:54	2.39	0	244.51	9.8	0	0	0
17/12/2006	1.0.1900 2:55	2.476	0.1	244.84	10	0	1	0
17/12/2006	1.0.1900 2:56	0.604	0.126	247.15	3.8	0	0	0
17/12/2006	1.0.1900 2:57	0.38	0.178	246.59	1.8	0	0	0
17/12/2006	1.0.1900 2:58	1.774	0.21	244.52	8.4	0	0	0
17/12/2006	1.0.1900 2:59	2.52	0.202	243.43	10.4	0	0	0
17/12/2006	1.0.1900 3:00	2.542	0.214	244.06	10.4	0	0	0
17/12/2006	1.0.1900 3:01	2.228	0.294	245.05	9.8	0	4	0
17/12/2006	1.0.1900 3:02	0.59	0.316	247.12	2.6	0	4	0
17/12/2006	1.0.1900 3:03	1.354	0.316	246.86	7	0	3	0
17/12/2006	1.0.1900 3:04	2.734	0.28	245.41	11.2	0	4	0
17/12/2006	1.0.1900 3:05	2.734	0.288	245.27	11.2	0	3	0
17/12/2006	1.0.1900 3:06	2.002	0.214	245.79	9	0	4	0
17/12/2006	1.0.1900 3:07	0.472	0.144	247.11	2	0	3	0
17/12/2006	1.0.1900 3:08	0.876	0	244.7	5	0	4	0
17/12/2006	1.0.1900 3:09	2.324	0.046	243.24	9.4	0	0	0
17/12/2006	1.0.1900 3:10	2.342	0	243.46	9.6	0	0	0
17/12/2006	1.0.1900 3:11	2.326	0.046	243.57	9.4	0	0	0
17/12/2006	1.0.1900 3:12	0.302	0	246.19	2	0	0	0
17/12/2006	1.0.1900 3:13	0.208	0	247.17	0.8	0	0	0
17/12/2006	1.0.1900 3:14	2.022	0	245.69	8.8	0	0	0
17/12/2006	1.0.1900 3:15	2.356	0	245.08	9.6	0	0	0
17/12/2006	1.0.1900 3:16	2.346	0	243.7	9.6	0	1	0
17/12/2006	1.0.1900 3:17	2.24	0	243.92	9.2	0	0	0
17/12/2006	1.0.1900 3:18	0.224	0	245.54	1	0	0	0
17/12/2006	1.0.1900 3:19	0.424	0	244.88	3.2	0	0	0
17/12/2006	1.0.1900 3:20	2.344	0	243.27	9.6	0	0	0
17/12/2006	1.0.1900 3:21	2.308	0.048	242.65	9.4	0	0	0
17/12/2006	1.0.1900 3:22	2.338	0	243.29	9.6	0	1	0
17/12/2006	1.0.1900 3:23	1.48	0	243.73	7.4	0	0	0
17/12/2006	1.0.1900 3:24	0.222	0	245.29	1	0	0	0
17/12/2006	1.0.1900 3:25	0.82	0	245.38	5.2	0	0	0
17/12/2006	1.0.1900 3:26	2.352	0	243.84	9.6	0	0	0
17/12/2006	1.0.1900 3:27	2.312	0.048	242.8	9.4	0	0	0
17/12/2006	1.0.1900 3:28	2.324	0	242.52	9.6	0	1	0
17/12/2006	1.0.1900 3:29	0.232	0	244.9	1.4	0	0	0
17/12/2006	1.0.1900 3:30	0.342	0.12	244.81	1.6	0	0	0
17/12/2006	1.0.1900 3:31	1.94	0.098	243.8	8.8	0	0	0
17/12/2006	1.0.1900 3:32	2.456	0.098	244.03	10	0	0	0
17/12/2006	1.0.1900 3:33	2.448	0.096	244.73	10	0	0	0
17/12/2006	1.0.1900 3:34	1.838	0.108	244.66	8.4	0	1	0
17/12/2006	1.0.1900 3:35	0.32	0.13	246.4	1.4	0	0	0
17/12/2006	1.0.1900 3:36	1.154	0.116	245.5	6.4	0	0	0
17/12/2006	1.0.1900 3:37	2.442	0.096	243.49	10	0	0	0
17/12/2006	1.0.1900 3:38	2.41	0.09	243.08	9.8	0	0	0
17/12/2006	1.0.1900 3:39	2.282	0.096	243.17	9.6	0	0	0
17/12/2006	1.0.1900 3:40	0.32	0.126	244.44	1.6	0	0	0
17/12/2006	1.0.1900 3:41	0.812	0.224	244.05	4.8	0	1	0
17/12/2006	1.0.1900 3:42	2.446	0.138	242.72	10	0	0	0
17/12/2006	1.0.1900 3:43	2.426	0.066	243.81	9.8	0	0	0
17/12/2006	1.0.1900 3:44	2.41	0.062	244.12	9.8	0	0	0
17/12/2006	1.0.1900 3:45	0.436	0.096	245.64	2.8	0	0	0
17/12/2006	1.0.1900 3:46	0.492	0.088	245.18	3.2	0	0	0
17/12/2006	1.0.1900 3:47	2.424	0.064	243.7	9.8	0	1	0
17/12/2006	1.0.1900 3:48	2.392	0.058	243.41	9.8	0	0	0
17/12/2006	1.0.1900 3:49	2.382	0	243.42	9.8	0	0	0
17/12/2006	1.0.1900 3:50	0.754	0	245.53	4.8	0	0	0
17/12/2006	1.0.1900 3:51	0.412	0	246.54	3	0	0	0
17/12/2006	1.0.1900 3:52	2.354	0	244.63	9.6	0	0	0
17/12/2006	1.0.1900 3:53	2.412	0	244.59	9.8	0	1	0
17/12/2006	1.0.1900 3:54	2.426	0.082	244.42	9.8	0	2	0
17/12/2006	1.0.1900 3:55	1.384	0.1	244.64	7.2	0	2	0
17/12/2006	1.0.1900 3:56	0.292	0.11	245.31	1.2	0	1	0
17/12/2006	1.0.1900 3:57	1.33	0.098	243.78	7	0	2	0
17/12/2006	1.0.1900 3:58	2.396	0.076	242.57	9.8	0	1	0
17/12/2006	1.0.1900 3:59	2.422	0.082	243.16	9.8	0	2	0
17/12/2006	1.0.1900 4:00	2.402	0.076	243.18	9.8	0	1	0
17/12/2006	1.0.1900 4:01	0.43	0.112	245.02	2.6	0	2	0
17/12/2006	1.0.1900 4:02	0.666	0.104	244.9	4.2	0	2	0
17/12/2006	1.0.1900 4:03	2.42	0.08	242.77	9.8	0	1	0
17/12/2006	1.0.1900 4:04	2.39	0.074	242.47	9.8	0	2	0
17/12/2006	1.0.1900 4:05	2.446	0.12	242.14	10	0	1	0
17/12/2006	1.0.1900 4:06	0.978	0.248	245.15	5.6	0	2	0
17/12/2006	1.0.1900 4:07	0.4	0.254	245.86	1.8	0	1	0
17/12/2006	1.0.1900 4:08	2.432	0.222	243.47	10.2	0	2	0
17/12/2006	1.0.1900 4:09	2.5	0.214	243.36	10.2	0	1	0
17/12/2006	1.0.1900 4:10	2.52	0.22	243.54	10.4	0	2	0
17/12/2006	1.0.1900 4:11	0.788	0.246	245.68	4.8	0	1	0
17/12/2006	1.0.1900 4:12	0.402	0.256	245.69	2	0	2	0
17/12/2006	1.0.1900 4:13	2.238	0.216	243.21	9.6	0	1	0
17/12/2006	1.0.1900 4:14	2.512	0.22	243.49	10.2	0	2	0
17/12/2006	1.0.1900 4:15	2.486	0.212	243.2	10.2	0	1	0
17/12/2006	1.0.1900 4:16	1.936	0.23	244.12	8.8	0	1	0
17/12/2006	1.0.1900 4:17	0.376	0.256	246.45	1.8	0	2	0
17/12/2006	1.0.1900 4:18	0.908	0.078	245.71	5.2	0	1	0
17/12/2006	1.0.1900 4:19	2.336	0.046	243.86	9.4	0	0	0
17/12/2006	1.0.1900 4:20	2.346	0	243.5	9.6	0	0	0
17/12/2006	1.0.1900 4:21	2.328	0.046	243.62	9.4	0	0	0
17/12/2006	1.0.1900 4:22	1.708	0	243.73	8	0	0	0
17/12/2006	1.0.1900 4:23	0.206	0	245.17	0.8	0	0	0
17/12/2006	1.0.1900 4:24	0.516	0	245.13	3.6	0	1	0
17/12/2006	1.0.1900 4:25	2.426	0.06	243.67	9.8	0	0	0
17/12/2006	1.0.1900 4:26	2.43	0.066	244	9.8	0	0	0
17/12/2006	1.0.1900 4:27	2.424	0.06	243.6	9.8	0	0	0
17/12/2006	1.0.1900 4:28	2.306	0.064	242.93	9.6	0	0	0
17/12/2006	1.0.1900 4:29	0.288	0.088	245.08	1.2	0	0	0
17/12/2006	1.0.1900 4:30	0.756	0.092	245.69	3.8	0	0	5
17/12/2006	1.0.1900 4:31	3.498	0.05	242.83	14.4	0	0	19
17/12/2006	1.0.1900 4:32	3.522	0.054	242.92	14.4	0	1	18
17/12/2006	1.0.1900 4:33	3.46	0	243.03	14.2	0	0	19
17/12/2006	1.0.1900 4:34	3.434	0.05	242.95	14	0	0	18
17/12/2006	1.0.1900 4:35	1.646	0	245.6	7.4	0	0	19
17/12/2006	1.0.1900 4:36	1.336	0	245.94	5.4	0	0	18
17/12/2006	1.0.1900 4:37	2.874	0	244.16	12.4	0	1	18
17/12/2006	1.0.1900 4:38	3.41	0.056	243.04	14	0	0	19
17/12/2006	1.0.1900 4:39	3.412	0.052	242.49	14	0	0	18
17/12/2006	1.0.1900 4:40	3.386	0.056	242.22	13.8	0	0	18
17/12/2006	1.0.1900 4:41	1.844	0.048	244.07	8.2	0	0	18
17/12/2006	1.0.1900 4:42	1.414	0.106	244.55	5.8	0	0	18
17/12/2006	1.0.1900 4:43	3.352	0.086	242.89	14	0	1	18
17/12/2006	1.0.1900 4:44	3.5	0.08	242.65	14.4	0	0	18
17/12/2006	1.0.1900 4:45	3.516	0.084	242.63	14.4	0	0	18
17/12/2006	1.0.1900 4:46	3.174	0.084	243.15	13.4	0	0	18
17/12/2006	1.0.1900 4:47	1.428	0.114	245.1	5.8	0	0	19
17/12/2006	1.0.1900 4:48	1.994	0.1	244.15	9	0	0	18
17/12/2006	1.0.1900 4:49	3.492	0.082	241.83	14.4	0	1	18
17/12/2006	1.0.1900 4:50	3.46	0.076	241.53	14.2	0	0	18
17/12/2006	1.0.1900 4:51	3.492	0.082	242.06	14.4	0	0	18
17/12/2006	1.0.1900 4:52	3.482	0.08	242.39	14.2	0	0	18
17/12/2006	1.0.1900 4:53	1.492	0.104	245.95	6.2	0	0	18
17/12/2006	1.0.1900 4:54	1.326	0	246.55	5.4	0	0	19
17/12/2006	1.0.1900 4:55	3.282	0.046	243.76	13.6	0	1	18
17/12/2006	1.0.1900 4:56	3.422	0.054	243.58	14	0	0	18
17/12/2006	1.0.1900 4:57	3.424	0.05	242.95	14	0	0	18
17/12/2006	1.0.1900 4:58	3.254	0.054	242.7	13.4	0	0	18
17/12/2006	1.0.1900 4:59	1.32	0	244.27	5.4	0	0	18
17/12/2006	1.0.1900 5:00	2.294	0	243.14	10.4	0	0	19
17/12/2006	1.0.1900 5:01	3.4	0.052	242.01	14	0	0	17
17/12/2006	1.0.1900 5:02	3.402	0.056	242.73	14	0	0	18
17/12/2006	1.0.1900 5:03	3.418	0.05	242.7	14	0	1	18
17/12/2006	1.0.1900 5:04	2.994	0.05	243.77	12.6	0	0	19
17/12/2006	1.0.1900 5:05	1.326	0	244.66	5.4	0	0	18
17/12/2006	1.0.1900 5:06	2.02	0	243.62	9.2	0	0	18
17/12/2006	1.0.1900 5:07	3.378	0.056	241.41	14	0	0	18
17/12/2006	1.0.1900 5:08	3.372	0.054	240.91	14	0	1	18
17/12/2006	1.0.1900 5:09	3.374	0.046	240.82	14	0	0	17
17/12/2006	1.0.1900 5:10	3.426	0.046	240.23	14.2	0	0	18
17/12/2006	1.0.1900 5:11	1.462	0.066	242.12	6.2	0	0	18
17/12/2006	1.0.1900 5:12	1.834	0.07	242.93	8.4	0	0	18
17/12/2006	1.0.1900 5:13	3.462	0.046	242.13	14.2	0	0	18
17/12/2006	1.0.1900 5:14	3.486	0.054	242.49	14.2	0	1	18
